,PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER
85,203507,Giannis,Antetokounmpo,Giannis Antetokounmpo,"Antetokounmpo, Giannis",G. Antetokounmpo,giannis-antetokounmpo,1994-12-06T00:00:00,Filathlitikos,Greece,Filathlitikos/Greece,6-11,242,7,34,Forward,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,giannis_antetokounmpo,2013,2020,N,Y,Y,2013,1,15
86,203648,Thanasis,Antetokounmpo,Thanasis Antetokounmpo,"Antetokounmpo, Thanasis",T. Antetokounmpo,thanasis-antetokounmpo,1992-07-18T00:00:00,Panathinaikos,Greece,Panathinaikos/Greece,6-6,219,2,43,Forward,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,thanasis_antetokounmpo,2015,2020,Y,Y,Y,2014,2,51
87,201571,D.J.,Augustin,D.J. Augustin,"Augustin, D.J.",D. Augustin,dj-augustin,1987-11-10T00:00:00,Texas-Austin,USA,Texas-Austin/USA,5-11,183,12,14,Guard,Active,Y,1610612745,Rockets,HOU,rockets,Houston,d.j._augustin,2008,2020,N,Y,Y,2008,1,9
88,1629091,Elijah,Bryant,Elijah Bryant,"Bryant, Elijah",E. Bryant,elijah-bryant,1995-04-19T00:00:00,Brigham Young,USA,Brigham Young/USA,6-5,210,0,,Guard,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,elijah_bryant,2020,2020,N,Y,Y,Undrafted,Undrafted,Undrafted
89,1626192,Pat,Connaughton,Pat Connaughton,"Connaughton, Pat",P. Connaughton,pat-connaughton,1993-01-06T00:00:00,Notre Dame,USA,Notre Dame/USA,6-5,209,5,24,Guard,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,pat_connaughton,2015,2020,N,Y,Y,2015,2,41
90,1628470,Torrey,Craig,Torrey Craig,"Craig, Torrey",T. Craig,torrey-craig,1990-12-19T00:00:00,South Carolina Upstate,USA,South Carolina Upstate/USA,6-7,221,3,12,Forward,Active,Y,1610612756,Suns,PHX,suns,Phoenix,torrey_craig,2017,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
91,1628978,Donte,DiVincenzo,Donte DiVincenzo,"DiVincenzo, Donte",D. DiVincenzo,donte-divincenzo,1997-01-31T00:00:00,Villanova,USA,Villanova/USA,6-4,203,2,0,Guard,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,donte_divincenzo,2018,2020,Y,Y,Y,2018,1,17
92,1629603,Mamadi,Diakite,Mamadi Diakite,"Diakite, Mamadi",M. Diakite,mamadi-diakite,1997-01-21T00:00:00,Virginia,Guinea,Virginia/Guinea,6-9,228,0,25,Forward,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,mamadi_diakite,2020,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
93,1627854,Bryn,Forbes,Bryn Forbes,"Forbes, Bryn",B. Forbes,bryn-forbes,1993-07-23T00:00:00,Michigan State,USA,Michigan State/USA,6-2,205,4,7,Guard,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,bryn_forbes,2016,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
94,201950,Jrue,Holiday,Jrue Holiday,"Holiday, Jrue",J. Holiday,jrue-holiday,1990-06-12T00:00:00,UCLA,USA,UCLA/USA,6-3,205,11,21,Guard,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,jrue_holiday,2009,2020,N,Y,Y,2009,1,17
95,1628382,Justin,Jackson,Justin Jackson,"Jackson, Justin",J. Jackson,justin-jackson,1995-03-28T00:00:00,North Carolina,USA,North Carolina/USA,6-8,220,3,44,Forward,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,justin_jackson,2017,2020,Y,Y,Y,2017,1,15
96,201572,Brook,Lopez,Brook Lopez,"Lopez, Brook",B. Lopez,brook-lopez,1988-04-01T00:00:00,Stanford,USA,Stanford/USA,7-0,282,12,11,Center,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,brook_lopez,2008,2020,N,Y,Y,2008,1,10
97,1630241,Sam,Merrill,Sam Merrill,"Merrill, Sam",S. Merrill,sam-merrill,1996-05-15T00:00:00,Utah State,USA,Utah State/USA,6-4,205,0,15,Guard,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,sam_merrill,2020,2020,Y,Y,Y,2020,2,60
98,203114,Khris,Middleton,Khris Middleton,"Middleton, Khris",K. Middleton,khris-middleton,1991-08-12T00:00:00,Texas A&M,USA,Texas A&M/USA,6-7,222,8,22,Forward,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,khris_middleton,2012,2020,Y,Y,Y,2012,2,39
99,1629670,Jordan,Nwora,Jordan Nwora,"Nwora, Jordan",J. Nwora,jordan-nwora,1998-09-09T00:00:00,Louisville,USA,Louisville/USA,6-8,225,0,13,Forward,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,jordan_nwora,2020,2020,Y,Y,Y,2020,2,45
100,1626171,Bobby,Portis,Bobby Portis,"Portis, Bobby",B. Portis,bobby-portis,1995-02-10T00:00:00,Arkansas,USA,Arkansas/USA,6-10,250,5,9,Forward,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,bobby_portis,2015,2020,Y,Y,Y,2015,1,22
101,201952,Jeff,Teague,Jeff Teague,"Teague, Jeff",J. Teague,jeff-teague,1988-06-10T00:00:00,Wake Forest,USA,Wake Forest/USA,6-3,195,11,5,Guard,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,jeff_teague,2009,2020,N,Y,Y,2009,1,19
102,1626253,Axel,Toupane,Axel Toupane,"Toupane, Axel",A. Toupane,axel-toupane,1992-07-23T00:00:00,Strasbourg IG,France,Strasbourg IG/France,6-7,210,2,66,Guard-Forward,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,axel_toupane,2015,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
103,200782,P.J.,Tucker,P.J. Tucker,"Tucker, P.J.",P. Tucker,pj-tucker,1985-05-05T00:00:00,Texas-Austin,USA,Texas-Austin/USA,6-5,245,9,17,Forward,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,pj_tucker,2006,2020,Y,Y,Y,2006,2,35
104,1628391,D.J.,Wilson,D.J. Wilson,"Wilson, D.J.",D. Wilson,dj-wilson,1996-02-19T00:00:00,Michigan,USA,Michigan/USA,6-10,231,3,00,Forward,Active,Y,1610612745,Rockets,HOU,rockets,Houston,d.j._wilson,2017,2020,Y,Y,Y,2017,1,17
105,1630234,Ty-Shon,Alexander,Ty-Shon Alexander,"Alexander, Ty-Shon",T. Alexander,ty-shon-alexander,1998-07-16T00:00:00,Creighton,USA,Creighton/USA,6-3,195,0,0,Guard,Active,Y,1610612756,Suns,PHX,suns,Phoenix,ty-shon_alexander,2020,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
106,1629028,Deandre,Ayton,Deandre Ayton,"Ayton, Deandre",D. Ayton,deandre-ayton,1998-07-23T00:00:00,Arizona,Bahamas,Arizona/Bahamas,6-11,250,2,22,Center,Active,Y,1610612756,Suns,PHX,suns,Phoenix,deandre_ayton,2018,2020,N,Y,Y,2018,1,1
107,1626164,Devin,Booker,Devin Booker,"Booker, Devin",D. Booker,devin-booker,1996-10-30T00:00:00,Kentucky,USA,Kentucky/USA,6-5,206,5,1,Guard,Active,Y,1610612756,Suns,PHX,suns,Phoenix,devin_booker,2015,2020,N,Y,Y,2015,1,13
108,1628969,Mikal,Bridges,Mikal Bridges,"Bridges, Mikal",M. Bridges,mikal-bridges,1996-08-30T00:00:00,Villanova,USA,Villanova/USA,6-6,209,2,25,Forward,Active,Y,1610612756,Suns,PHX,suns,Phoenix,mikal_bridges,2018,2020,N,Y,Y,2018,1,10
109,1628975,Jevon,Carter,Jevon Carter,"Carter, Jevon",J. Carter,jevon-carter,1995-09-14T00:00:00,West Virginia,USA,West Virginia/USA,6-1,200,2,4,Guard,Active,Y,1610612756,Suns,PHX,suns,Phoenix,jevon_carter,2018,2020,Y,Y,Y,2018,2,32
110,203109,Jae,Crowder,Jae Crowder,"Crowder, Jae",J. Crowder,jae-crowder,1990-07-06T00:00:00,Marquette,USA,Marquette/USA,6-6,235,8,99,Forward,Active,Y,1610612756,Suns,PHX,suns,Phoenix,jae_crowder,2012,2020,Y,Y,Y,2012,2,34
111,204038,Langston,Galloway,Langston Galloway,"Galloway, Langston",L. Galloway,langston-galloway,1991-12-09T00:00:00,St. Joseph's (PA),USA,St. Joseph's (PA)/USA,6-1,200,6,2,Guard,Active,Y,1610612756,Suns,PHX,suns,Phoenix,langston_galloway,2014,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
112,1629661,Cameron,Johnson,Cameron Johnson,"Johnson, Cameron",C. Johnson,cameron-johnson,1996-03-03T00:00:00,North Carolina,USA,North Carolina/USA,6-8,210,1,23,Forward,Active,Y,1610612756,Suns,PHX,suns,Phoenix,cameron_johnson,2019,2020,N,Y,Y,2019,1,11
113,1627745,Damian,Jones,Damian Jones,"Jones, Damian",D. Jones,damian-jones,1995-06-30T00:00:00,Vanderbilt,USA,Vanderbilt/USA,6-11,245,4,15,Center,Active,Y,1610612758,Kings,SAC,kings,Sacramento,damian_jones,2016,2020,Y,Y,Y,2016,1,30
114,1626163,Frank,Kaminsky,Frank Kaminsky,"Kaminsky, Frank",F. Kaminsky,frank-kaminsky,1993-04-04T00:00:00,Wisconsin,USA,Wisconsin/USA,7-0,240,5,8,Forward-Center,Active,Y,1610612756,Suns,PHX,suns,Phoenix,frank_kaminsky,2015,2020,N,Y,Y,2015,1,9
115,202734,E'Twaun,Moore,E'Twaun Moore,"Moore, E'Twaun",E. Moore,etwaun-moore,1989-02-25T00:00:00,Purdue,USA,Purdue/USA,6-3,191,9,55,Guard,Active,Y,1610612756,Suns,PHX,suns,Phoenix,e'twaun_moore,2011,2020,N,Y,Y,2011,2,55
116,1627846,Abdel,Nader,Abdel Nader,"Nader, Abdel",A. Nader,abdel-nader,1993-09-25T00:00:00,Iowa State,Egypt,Iowa State/Egypt,6-5,225,3,11,Forward,Active,Y,1610612756,Suns,PHX,suns,Phoenix,abdel_nader,2017,2020,Y,Y,Y,2016,2,58
117,101108,Chris,Paul,Chris Paul,"Paul, Chris",C. Paul,chris-paul,1985-05-06T00:00:00,Wake Forest,USA,Wake Forest/USA,6-0,175,15,3,Guard,Active,Y,1610612756,Suns,PHX,suns,Phoenix,chris_paul,2005,2020,N,Y,Y,2005,1,4
118,1626166,Cameron,Payne,Cameron Payne,"Payne, Cameron",C. Payne,cameron-payne,1994-08-08T00:00:00,Murray State,USA,Murray State/USA,6-1,183,5,15,Guard,Active,Y,1610612756,Suns,PHX,suns,Phoenix,cameron_payne,2015,2020,Y,Y,Y,2015,1,14
119,203967,Dario,Saric,Dario Saric,"Saric, Dario",D. Saric,dario-saric,1994-04-08T00:00:00,Anadolu Efes,Croatia,Anadolu Efes/Croatia,6-10,225,4,20,Forward-Center,Active,Y,1610612756,Suns,PHX,suns,Phoenix,dario_saric,2016,2020,N,Y,Y,2014,1,12
120,1630188,Jalen,Smith,Jalen Smith,"Smith, Jalen",J. Smith,jalen-smith,2000-03-16T00:00:00,Maryland,USA,Maryland/USA,6-10,215,0,10,Forward-Center,Active,Y,1610612756,Suns,PHX,suns,Phoenix,jalen_smith,2020,2020,Y,Y,Y,2020,1,10
121,1628396,Tony,Bradley,Tony Bradley,"Bradley, Tony",T. Bradley,tony-bradley,1998-01-08T00:00:00,North Carolina,USA,North Carolina/USA,6-10,248,3,13,Center-Forward,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,tony_bradley,2017,2020,Y,Y,Y,2017,1,28
122,1629649,Ignas,Brazdeikis,Ignas Brazdeikis,"Brazdeikis, Ignas",I. Brazdeikis,ignas-brazdeikis,1999-01-08T00:00:00,Michigan,Canada,Michigan/Canada,6-6,221,1,17,Forward,Active,Y,1610612753,Magic,ORL,magic,Orlando,ignas_brazdeikis,2019,2020,Y,Y,Y,2019,2,47
123,203552,Seth,Curry,Seth Curry,"Curry, Seth",S. Curry,seth-curry,1990-08-23T00:00:00,Duke,USA,Duke/USA,6-2,185,6,31,Guard,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,seth_curry,2013,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
124,203954,Joel,Embiid,Joel Embiid,"Embiid, Joel",J. Embiid,joel-embiid,1994-03-16T00:00:00,Kansas,Cameroon,Kansas/Cameroon,7-0,280,4,21,Center-Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,joel_embiid,2014,2020,N,Y,Y,2014,1,3
125,1628390,Terrance,Ferguson,Terrance Ferguson,"Ferguson, Terrance",T. Ferguson,terrance-ferguson,1998-05-17T00:00:00,,USA,Adelaide/USA,6-6,190,3,,Guard,Inactive,Y,0,,,,,terrance_ferguson,2017,2020,Y,Y,Y,2017,1,21
126,201980,Danny,Green,Danny Green,"Green, Danny",D. Green,danny-green,1987-06-22T00:00:00,North Carolina,USA,North Carolina/USA,6-6,215,11,14,Guard,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,danny_green,2009,2020,Y,Y,Y,2009,2,46
127,202699,Tobias,Harris,Tobias Harris,"Harris, Tobias",T. Harris,tobias-harris,1992-07-15T00:00:00,Tennessee,USA,Tennessee/USA,6-8,226,9,12,Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,tobias_harris,2011,2020,N,Y,Y,2011,1,19
128,201588,George,Hill,George Hill,"Hill, George",G. Hill,george-hill,1986-05-04T00:00:00,Indiana-Purdue Indianapolis,USA,Indiana-Purdue Indianapolis/USA,6-4,188,12,33,Guard,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,george_hill,2008,2020,N,Y,Y,2008,1,26
129,2730,Dwight,Howard,Dwight Howard,"Howard, Dwight",D. Howard,dwight-howard,1985-12-08T00:00:00,SW Atlanta Christian Academy (GA),USA,SW Atlanta Christian Academy (GA)/USA,6-10,265,16,39,Center-Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,dwight_howard,2004,2020,N,Y,Y,2004,1,1
130,1630198,Isaiah,Joe,Isaiah Joe,"Joe, Isaiah",I. Joe,isaiah-joe,1999-07-02T00:00:00,Arkansas,USA,Arkansas/USA,6-4,165,0,7,Guard,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,isaiah_joe,2020,2020,Y,Y,Y,2020,2,49
131,1630222,Mason,Jones,Mason Jones,"Jones, Mason",M. Jones,mason-jones,1998-07-21T00:00:00,Arkansas,USA,Arkansas/USA,6-4,200,0,,Guard,Inactive,Y,0,,,,,mason_jones,2020,2020,N,Y,Y,Undrafted,Undrafted,Undrafted
132,1627788,Furkan,Korkmaz,Furkan Korkmaz,"Korkmaz, Furkan",F. Korkmaz,furkan-korkmaz,1997-07-24T00:00:00,Anadolu Efes,Turkey,Anadolu Efes/Turkey,6-7,202,3,30,Guard-Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,furkan_korkmaz,2017,2020,Y,Y,Y,2016,1,26
133,1629751,Dakota,Mathias,Dakota Mathias,"Mathias, Dakota",D. Mathias,dakota-mathias,1995-07-11T00:00:00,Purdue,USA,Purdue/USA,6-4,200,0,,Guard,Inactive,Y,0,,,,,dakota_mathias,2020,2020,Y,Y,Y,2018,,
134,1630178,Tyrese,Maxey,Tyrese Maxey,"Maxey, Tyrese",T. Maxey,tyrese-maxey,2000-11-04T00:00:00,Kentucky,USA,Kentucky/USA,6-2,200,0,0,Guard,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,tyrese_maxey,2020,2020,N,Y,Y,2020,1,21
135,1629003,Shake,Milton,Shake Milton,"Milton, Shake",S. Milton,shake-milton,1996-09-26T00:00:00,Southern Methodist,USA,Southern Methodist/USA,6-5,205,2,18,Guard-Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,shake_milton,2018,2020,Y,Y,Y,2018,2,54
136,1629738,Vincent,Poirier,Vincent Poirier,"Poirier, Vincent",V. Poirier,vincent-poirier,1993-10-17T00:00:00,,France,Baskonia/France,7-0,235,1,,Center-Forward,Inactive,Y,0,,,,,vincent_poirier,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
137,1630194,Paul,Reed,Paul Reed,"Reed, Paul",P. Reed,paul-reed,1999-06-14T00:00:00,DePaul,USA,DePaul/USA,6-9,210,0,44,Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,paul_reed,2020,2020,Y,Y,Y,2020,2,58
138,203118,Mike,Scott,Mike Scott,"Scott, Mike",M. Scott,mike-scott,1988-07-16T00:00:00,Virginia,USA,Virginia/USA,6-7,237,8,1,Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,mike_scott,2012,2020,Y,Y,Y,2012,2,43
139,1627732,Ben,Simmons,Ben Simmons,"Simmons, Ben",B. Simmons,ben-simmons,1996-07-20T00:00:00,Louisiana State,Australia,Louisiana State/Australia,6-11,240,3,25,Guard-Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,ben_simmons,2016,2020,N,Y,Y,2016,1,1
140,1629680,Matisse,Thybulle,Matisse Thybulle,"Thybulle, Matisse",M. Thybulle,matisse-thybulle,1997-03-04T00:00:00,Washington,USA,Washington/USA,6-5,201,1,22,Guard-Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,matisse_thybulle,2019,2020,N,Y,Y,2019,1,20
141,201229,Anthony,Tolliver,Anthony Tolliver,"Tolliver, Anthony",A. Tolliver,anthony-tolliver,1985-06-01T00:00:00,Creighton,USA,Creighton/USA,6-8,240,12,43,Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,anthony_tolliver,2008,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
142,1629730,Rayjon,Tucker,Rayjon Tucker,"Tucker, Rayjon",R. Tucker,rayjon-tucker,1997-09-24T00:00:00,Arkansas-Little Rock,USA,Arkansas-Little Rock/USA,6-3,209,1,9,Guard,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,rayjon_tucker,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
143,201587,Nicolas,Batum,Nicolas Batum,"Batum, Nicolas",N. Batum,nicolas-batum,1988-12-14T00:00:00,Le Mans,France,Le Mans/France,6-8,230,12,33,Guard-Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,nicolas_batum,2008,2020,N,Y,Y,2008,1,25
144,201976,Patrick,Beverley,Patrick Beverley,"Beverley, Patrick",P. Beverley,patrick-beverley,1988-07-12T00:00:00,Arkansas,USA,Arkansas/USA,6-1,180,8,21,Guard,Active,Y,1610612746,Clippers,LAC,clippers,LA,patrick_beverley,2012,2020,Y,Y,Y,2009,2,42
145,1629599,Amir,Coffey,Amir Coffey,"Coffey, Amir",A. Coffey,amir-coffey,1997-06-17T00:00:00,Minnesota,USA,Minnesota/USA,6-7,210,1,7,Guard-Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,amir_coffey,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
146,202326,DeMarcus,Cousins,DeMarcus Cousins,"Cousins, DeMarcus",D. Cousins,demarcus-cousins,1990-08-13T00:00:00,Kentucky,USA,Kentucky/USA,6-10,270,9,15,Center,Active,Y,1610612746,Clippers,LAC,clippers,LA,demarcus_cousins,2010,2020,N,Y,Y,2010,1,5
147,1627812,Yogi,Ferrell,Yogi Ferrell,"Ferrell, Yogi",Y. Ferrell,yogi-ferrell,1993-05-09T00:00:00,Indiana,USA,Indiana/USA,6-0,178,4,11,Guard,Active,Y,1610612746,Clippers,LAC,clippers,LA,yogi_ferrell,2016,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
148,1630238,Malik,Fitts,Malik Fitts,"Fitts, Malik",M. Fitts,malik-fitts,1997-07-04T00:00:00,,USA,St. Mary's College/USA,6-8,230,0,,Forward,Inactive,Y,0,,,,,malik_fitts,2020,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
149,202331,Paul,George,Paul George,"George, Paul",P. George,paul-george,1990-05-02T00:00:00,Fresno State,USA,Fresno State/USA,6-8,220,10,13,Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,paul_george,2010,2020,N,Y,Y,2010,1,10
150,201586,Serge,Ibaka,Serge Ibaka,"Ibaka, Serge",S. Ibaka,serge-ibaka,1989-09-18T00:00:00,Ricoh Manresa,Republic of the Congo,Ricoh Manresa/Republic of the Congo,6-10,235,11,9,Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,serge_ibaka,2009,2020,N,Y,Y,2008,1,24
151,202704,Reggie,Jackson,Reggie Jackson,"Jackson, Reggie",R. Jackson,reggie-jackson,1990-04-16T00:00:00,Boston College,USA,Boston College/USA,6-2,208,9,1,Guard,Active,Y,1610612746,Clippers,LAC,clippers,LA,reggie_jackson,2011,2020,Y,Y,Y,2011,1,24
152,1629662,Mfiondu,Kabengele,Mfiondu Kabengele,"Kabengele, Mfiondu",M. Kabengele,mfiondu-kabengele,1997-08-14T00:00:00,Florida State,Canada,Florida State/Canada,6-9,250,1,27,Forward-Center,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,mfiondu_kabengele,2019,2020,Y,Y,Y,2019,1,27
153,1628379,Luke,Kennard,Luke Kennard,"Kennard, Luke",L. Kennard,luke-kennard,1996-06-24T00:00:00,Duke,USA,Duke/USA,6-5,206,3,5,Guard,Active,Y,1610612746,Clippers,LAC,clippers,LA,luke_kennard,2017,2020,Y,Y,Y,2017,1,12
154,202695,Kawhi,Leonard,Kawhi Leonard,"Leonard, Kawhi",K. Leonard,kawhi-leonard,1991-06-29T00:00:00,San Diego State,USA,San Diego State/USA,6-7,225,9,2,Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,kawhi_leonard,2011,2020,N,Y,Y,2011,1,15
155,1629611,Terance,Mann,Terance Mann,"Mann, Terance",T. Mann,terance-mann,1996-10-18T00:00:00,Florida State,USA,Florida State/USA,6-5,215,1,14,Guard-Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,terance_mann,2019,2020,Y,Y,Y,2019,2,48
156,202694,Marcus,Morris Sr.,Marcus Morris Sr.,"Morris Sr., Marcus",M. Morris Sr.,marcus-morris-sr,1989-09-02T00:00:00,Kansas,USA,Kansas/USA,6-8,218,9,8,Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,marcus_morris,2011,2020,Y,Y,Y,2011,1,14
157,1630187,Daniel,Oturu,Daniel Oturu,"Oturu, Daniel",D. Oturu,daniel-oturu,1999-09-20T00:00:00,Minnesota,USA,Minnesota/USA,6-8,240,0,10,Center,Active,Y,1610612746,Clippers,LAC,clippers,LA,daniel_oturu,2020,2020,N,Y,Y,2020,2,33
158,202335,Patrick,Patterson,Patrick Patterson,"Patterson, Patrick",P. Patterson,patrick-patterson,1989-03-14T00:00:00,Kentucky,USA,Kentucky/USA,6-8,235,10,54,Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,patrick_patterson,2010,2020,Y,Y,Y,2010,1,14
159,1630206,Jay,Scrubb,Jay Scrubb,"Scrubb, Jay",J. Scrubb,jay-scrubb,2000-09-01T00:00:00,                                   ,USA,USA/USA,6-5,220,0,0,Guard,Active,Y,1610612746,Clippers,LAC,clippers,LA,jay_scrubb,2020,2020,N,Y,Y,2020,2,55
160,1627826,Ivica,Zubac,Ivica Zubac,"Zubac, Ivica",I. Zubac,ivica-zubac,1997-03-18T00:00:00,Mega Basket,Croatia,Mega Basket/Croatia,7-0,240,4,40,Center,Active,Y,1610612746,Clippers,LAC,clippers,LA,ivica_zubac,2016,2020,Y,Y,Y,2016,2,32
161,1628960,Grayson,Allen,Grayson Allen,"Allen, Grayson",G. Allen,grayson-allen,1995-10-08T00:00:00,Duke,USA,Duke/USA,6-4,198,2,3,Guard,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,grayson_allen,2018,2020,Y,Y,Y,2018,1,21
162,203937,Kyle,Anderson,Kyle Anderson,"Anderson, Kyle",K. Anderson,kyle-anderson,1993-09-20T00:00:00,UCLA,USA,UCLA/USA,6-9,230,6,1,Forward-Guard,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,kyle_anderson,2014,2020,Y,Y,Y,2014,1,30
163,1630217,Desmond,Bane,Desmond Bane,"Bane, Desmond",D. Bane,desmond-bane,1998-06-25T00:00:00,TCU,USA,TCU/USA,6-5,215,0,22,Guard,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,desmond_bane,2020,2020,N,Y,Y,2020,1,30
164,1628415,Dillon,Brooks,Dillon Brooks,"Brooks, Dillon",D. Brooks,dillon-brooks,1996-01-22T00:00:00,Oregon,Canada,Oregon/Canada,6-7,225,3,24,Guard-Forward,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,dillon_brooks,2017,2020,N,Y,Y,2017,2,45
165,1629634,Brandon,Clarke,Brandon Clarke,"Clarke, Brandon",B. Clarke,brandon-clarke,1996-09-19T00:00:00,Gonzaga,Canada,Gonzaga/Canada,6-8,215,1,15,Forward,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,brandon_clarke,2019,2020,N,Y,Y,2019,1,21
166,203476,Gorgui,Dieng,Gorgui Dieng,"Dieng, Gorgui",G. Dieng,gorgui-dieng,1990-01-18T00:00:00,Louisville,Senegal,Louisville/Senegal,6-10,252,7,7,Center,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,gorgui_dieng,2013,2020,N,Y,Y,2013,1,21
167,204025,Tim,Frazier,Tim Frazier,"Frazier, Tim",T. Frazier,tim-frazier,1990-11-01T00:00:00,Penn State,USA,Penn State/USA,6-0,170,6,10,Guard,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,tim_frazier,2014,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
168,1628991,Jaren,Jackson Jr.,Jaren Jackson Jr.,"Jackson Jr., Jaren",J. Jackson Jr.,jaren-jackson-jr,1999-09-15T00:00:00,Michigan State,USA,Michigan State/USA,6-11,242,2,13,Forward-Center,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,jaren_jackson_jr,2018,2020,N,Y,Y,2018,1,4
169,1626145,Tyus,Jones,Tyus Jones,"Jones, Tyus",T. Jones,tyus-jones,1996-05-10T00:00:00,Duke,USA,Duke/USA,6-0,196,5,21,Guard,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,tyus_jones,2015,2020,Y,Y,Y,2015,1,24
170,1629723,John,Konchar,John Konchar,"Konchar, John",J. Konchar,john-konchar,1996-03-22T00:00:00,Indiana-Purdue Fort Wayne,USA,Indiana-Purdue Fort Wayne/USA,6-5,210,1,46,Guard,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,john_konchar,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
171,1630253,Sean,McDermott,Sean McDermott,"McDermott, Sean",S. McDermott,sean-mcdermott,1996-11-03T00:00:00,Butler,USA,Butler/USA,6-6,195,0,30,Forward,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,sean_mcdermott,2020,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
